episode,sarsa_run_1,sarsa_run_2,sarsa_run_3,sarsa_run_4,sarsa_run_5,sarsa_run_6,sarsa_run_7,sarsa_run_8,sarsa_run_9,sarsa_run_10
220,-18.000000,-26.000000,-23.000000,-19.000000,-23.000000,-21.000000,-22.000000,-119.000000,-19.000000,-27.000000
221,-31.000000,-19.000000,-25.000000,-20.000000,-19.000000,-27.000000,-37.000000,-134.000000,-20.000000,-21.000000
222,-21.000000,-19.000000,-34.000000,-18.000000,-28.000000,-27.000000,-32.000000,-23.000000,-23.000000,-37.000000
223,-31.000000,-125.000000,-37.000000,-24.000000,-131.000000,-21.000000,-130.000000,-25.000000,-19.000000,-22.000000
224,-34.000000,-19.000000,-17.000000,-121.000000,-17.000000,-27.000000,-29.000000,-21.000000,-25.000000,-33.000000
225,-37.000000,-28.000000,-33.000000,-25.000000,-133.000000,-35.000000,-23.000000,-21.000000,-30.000000,-20.000000
226,-22.000000,-21.000000,-25.000000,-41.000000,-29.000000,-26.000000,-33.000000,-136.000000,-120.000000,-17.000000
227,-21.000000,-25.000000,-23.000000,-19.000000,-29.000000,-25.000000,-131.000000,-27.000000,-27.000000,-25.000000
228,-24.000000,-28.000000,-24.000000,-29.000000,-20.000000,-23.000000,-15.000000,-23.000000,-23.000000,-24.000000
229,-31.000000,-25.000000,-20.000000,-19.000000,-22.000000,-27.000000,-21.000000,-15.000000,-19.000000,-23.000000
230,-26.000000,-34.000000,-23.000000,-33.000000,-19.000000,-31.000000,-34.000000,-19.000000,-28.000000,-25.000000
231,-27.000000,-21.000000,-25.000000,-15.000000,-15.000000,-19.000000,-23.000000,-19.000000,-33.000000,-21.000000
232,-20.000000,-23.000000,-21.000000,-152.000000,-26.000000,-17.000000,-30.000000,-21.000000,-22.000000,-21.000000
233,-40.000000,-22.000000,-122.000000,-23.000000,-30.000000,-28.000000,-23.000000,-17.000000,-19.000000,-17.000000
234,-21.000000,-19.000000,-17.000000,-23.000000,-144.000000,-24.000000,-21.000000,-19.000000,-30.000000,-15.000000
235,-22.000000,-23.000000,-124.000000,-67.000000,-20.000000,-17.000000,-20.000000,-15.000000,-19.000000,-24.000000
236,-26.000000,-15.000000,-17.000000,-25.000000,-27.000000,-16.000000,-21.000000,-19.000000,-22.000000,-19.000000
237,-25.000000,-19.000000,-117.000000,-21.000000,-23.000000,-17.000000,-25.000000,-17.000000,-20.000000,-28.000000
238,-25.000000,-17.000000,-15.000000,-20.000000,-27.000000,-25.000000,-31.000000,-23.000000,-23.000000,-21.000000
239,-21.000000,-17.000000,-17.000000,-132.000000,-33.000000,-27.000000,-25.000000,-26.000000,-129.000000,-19.000000
240,-19.000000,-15.000000,-21.000000,-19.000000,-26.000000,-139.000000,-147.000000,-30.000000,-23.000000,-21.000000
241,-29.000000,-25.000000,-17.000000,-37.000000,-26.000000,-15.000000,-20.000000,-22.000000,-21.000000,-21.000000
242,-21.000000,-20.000000,-29.000000,-123.000000,-28.000000,-143.000000,-31.000000,-21.000000,-21.000000,-27.000000
243,-27.000000,-24.000000,-135.000000,-145.000000,-17.000000,-25.000000,-21.000000,-21.000000,-25.000000,-21.000000
244,-26.000000,-21.000000,-15.000000,-27.000000,-29.000000,-19.000000,-21.000000,-23.000000,-26.000000,-19.000000
245,-23.000000,-23.000000,-20.000000,-29.000000,-25.000000,-24.000000,-17.000000,-21.000000,-127.000000,-25.000000
246,-27.000000,-19.000000,-15.000000,-26.000000,-21.000000,-35.000000,-31.000000,-36.000000,-27.000000,-25.000000
247,-27.000000,-23.000000,-21.000000,-29.000000,-19.000000,-20.000000,-24.000000,-23.000000,-22.000000,-27.000000
248,-17.000000,-21.000000,-17.000000,-23.000000,-25.000000,-31.000000,-23.000000,-24.000000,-22.000000,-19.000000
249,-24.000000,-15.000000,-22.000000,-22.000000,-23.000000,-19.000000,-23.000000,-17.000000,-19.000000,-26.000000
250,-19.000000,-15.000000,-15.000000,-123.000000,-19.000000,-19.000000,-20.000000,-23.000000,-29.000000,-23.000000
251,-17.000000,-19.000000,-21.000000,-22.000000,-29.000000,-15.000000,-23.000000,-34.000000,-19.000000,-21.000000
252,-17.000000,-18.000000,-20.000000,-21.000000,-17.000000,-17.000000,-24.000000,-25.000000,-22.000000,-23.000000
253,-17.000000,-21.000000,-19.000000,-25.000000,-19.000000,-25.000000,-39.000000,-23.000000,-28.000000,-21.000000
254,-17.000000,-17.000000,-16.000000,-155.000000,-29.000000,-21.000000,-29.000000,-19.000000,-24.000000,-29.000000
255,-19.000000,-22.000000,-17.000000,-23.000000,-20.000000,-24.000000,-21.000000,-24.000000,-18.000000,-22.000000
256,-19.000000,-19.000000,-17.000000,-25.000000,-22.000000,-18.000000,-25.000000,-20.000000,-21.000000,-17.000000
257,-19.000000,-15.000000,-15.000000,-41.000000,-26.000000,-19.000000,-21.000000,-119.000000,-17.000000,-20.000000
258,-21.000000,-23.000000,-17.000000,-21.000000,-25.000000,-17.000000,-19.000000,-26.000000,-18.000000,-26.000000
259,-21.000000,-19.000000,-30.000000,-25.000000,-21.000000,-23.000000,-21.000000,-21.000000,-17.000000,-19.000000
260,-25.000000,-15.000000,-20.000000,-23.000000,-29.000000,-17.000000,-27.000000,-29.000000,-15.000000,-27.000000
261,-15.000000,-15.000000,-19.000000,-17.000000,-29.000000,-23.000000,-27.000000,-25.000000,-22.000000,-25.000000
262,-18.000000,-17.000000,-25.000000,-20.000000,-20.000000,-27.000000,-29.000000,-25.000000,-21.000000,-22.000000
263,-17.000000,-25.000000,-121.000000,-21.000000,-21.000000,-25.000000,-17.000000,-17.000000,-17.000000,-17.000000
264,-217.000000,-124.000000,-15.000000,-17.000000,-19.000000,-27.000000,-19.000000,-31.000000,-18.000000,-27.000000
265,-19.000000,-26.000000,-17.000000,-19.000000,-17.000000,-19.000000,-32.000000,-30.000000,-21.000000,-16.000000
266,-23.000000,-15.000000,-17.000000,-19.000000,-24.000000,-21.000000,-22.000000,-29.000000,-27.000000,-22.000000
267,-17.000000,-19.000000,-67.000000,-19.000000,-21.000000,-18.000000,-23.000000,-24.000000,-19.000000,-17.000000
268,-20.000000,-19.000000,-17.000000,-23.000000,-23.000000,-22.000000,-21.000000,-19.000000,-21.000000,-21.000000
269,-29.000000,-19.000000,-21.000000,-17.000000,-23.000000,-15.000000,-28.000000,-19.000000,-17.000000,-21.000000
270,-17.000000,-20.000000,-19.000000,-28.000000,-25.000000,-19.000000,-25.000000,-26.000000,-23.000000,-21.000000
271,-25.000000,-19.000000,-23.000000,-19.000000,-21.000000,-15.000000,-31.000000,-20.000000,-21.000000,-130.000000
272,-15.000000,-32.000000,-21.000000,-23.000000,-17.000000,-16.000000,-24.000000,-18.000000,-21.000000,-32.000000
273,-33.000000,-24.000000,-29.000000,-21.000000,-17.000000,-15.000000,-19.000000,-19.000000,-26.000000,-24.000000
274,-15.000000,-23.000000,-35.000000,-28.000000,-17.000000,-18.000000,-23.000000,-33.000000,-20.000000,-17.000000
275,-29.000000,-16.000000,-28.000000,-23.000000,-21.000000,-19.000000,-15.000000,-26.000000,-17.000000,-21.000000
276,-19.000000,-23.000000,-25.000000,-25.000000,-23.000000,-17.000000,-19.000000,-21.000000,-21.000000,-17.000000
277,-19.000000,-17.000000,-23.000000,-21.000000,-15.000000,-17.000000,-17.000000,-127.000000,-19.000000,-18.000000
278,-20.000000,-27.000000,-17.000000,-17.000000,-21.000000,-20.000000,-25.000000,-25.000000,-19.000000,-26.000000
279,-15.000000,-25.000000,-23.000000,-21.000000,-23.000000,-17.000000,-27.000000,-26.000000,-26.000000,-27.000000
280,-22.000000,-17.000000,-31.000000,-17.000000,-122.000000,-17.000000,-36.000000,-19.000000,-21.000000,-15.000000
281,-15.000000,-19.000000,-22.000000,-15.000000,-17.000000,-21.000000,-20.000000,-22.000000,-20.000000,-15.000000
282,-20.000000,-27.000000,-28.000000,-17.000000,-26.000000,-17.000000,-17.000000,-129.000000,-17.000000,-19.000000
283,-19.000000,-23.000000,-21.000000,-15.000000,-21.000000,-17.000000,-19.000000,-21.000000,-23.000000,-19.000000
284,-19.000000,-17.000000,-23.000000,-21.000000,-18.000000,-21.000000,-21.000000,-19.000000,-22.000000,-19.000000
285,-19.000000,-26.000000,-22.000000,-16.000000,-21.000000,-21.000000,-17.000000,-23.000000,-19.000000,-15.000000
286,-15.000000,-20.000000,-40.000000,-21.000000,-19.000000,-28.000000,-21.000000,-24.000000,-23.000000,-26.000000
287,-23.000000,-21.000000,-22.000000,-119.000000,-17.000000,-27.000000,-19.000000,-29.000000,-17.000000,-19.000000
288,-15.000000,-19.000000,-29.000000,-19.000000,-17.000000,-21.000000,-23.000000,-25.000000,-23.000000,-17.000000
289,-15.000000,-18.000000,-19.000000,-19.000000,-19.000000,-15.000000,-23.000000,-24.000000,-20.000000,-17.000000
290,-17.000000,-20.000000,-19.000000,-15.000000,-19.000000,-19.000000,-23.000000,-21.000000,-17.000000,-19.000000
291,-17.000000,-19.000000,-25.000000,-19.000000,-17.000000,-19.000000,-36.000000,-17.000000,-20.000000,-17.000000
292,-21.000000,-23.000000,-21.000000,-21.000000,-15.000000,-19.000000,-17.000000,-21.000000,-21.000000,-15.000000
293,-17.000000,-19.000000,-138.000000,-17.000000,-15.000000,-232.000000,-21.000000,-17.000000,-17.000000,-29.000000
294,-17.000000,-23.000000,-23.000000,-17.000000,-19.000000,-21.000000,-23.000000,-28.000000,-17.000000,-21.000000
295,-20.000000,-17.000000,-26.000000,-21.000000,-17.000000,-19.000000,-32.000000,-17.000000,-15.000000,-19.000000
296,-23.000000,-19.000000,-22.000000,-32.000000,-21.000000,-20.000000,-23.000000,-18.000000,-19.000000,-22.000000
297,-19.000000,-20.000000,-21.000000,-22.000000,-17.000000,-18.000000,-22.000000,-31.000000,-19.000000,-17.000000
298,-17.000000,-19.000000,-20.000000,-17.000000,-21.000000,-27.000000,-17.000000,-19.000000,-27.000000,-17.000000
299,-29.000000,-26.000000,-24.000000,-15.000000,-29.000000,-19.000000,-24.000000,-21.000000,-17.000000,-15.000000
300,-21.000000,-24.000000,-18.000000,-17.000000,-22.000000,-20.000000,-21.000000,-23.000000,-17.000000,-17.000000
301,-17.000000,-19.000000,-21.000000,-15.000000,-25.000000,-23.000000,-27.000000,-31.000000,-18.000000,-19.000000
302,-35.000000,-19.000000,-15.000000,-15.000000,-27.000000,-28.000000,-23.000000,-22.000000,-23.000000,-15.000000
303,-17.000000,-17.000000,-17.000000,-17.000000,-22.000000,-19.000000,-17.000000,-20.000000,-17.000000,-21.000000
304,-27.000000,-22.000000,-19.000000,-23.000000,-27.000000,-24.000000,-25.000000,-18.000000,-20.000000,-15.000000
305,-21.000000,-20.000000,-19.000000,-21.000000,-17.000000,-27.000000,-17.000000,-17.000000,-18.000000,-15.000000
306,-15.000000,-219.000000,-17.000000,-17.000000,-24.000000,-19.000000,-122.000000,-25.000000,-21.000000,-15.000000
307,-15.000000,-17.000000,-17.000000,-15.000000,-21.000000,-23.000000,-21.000000,-18.000000,-29.000000,-15.000000
308,-19.000000,-21.000000,-19.000000,-23.000000,-17.000000,-21.000000,-28.000000,-21.000000,-235.000000,-15.000000
309,-125.000000,-21.000000,-25.000000,-19.000000,-20.000000,-15.000000,-27.000000,-23.000000,-27.000000,-23.000000
310,-21.000000,-18.000000,-15.000000,-121.000000,-21.000000,-15.000000,-19.000000,-20.000000,-17.000000,-22.000000
311,-18.000000,-19.000000,-15.000000,-22.000000,-21.000000,-20.000000,-29.000000,-24.000000,-17.000000,-15.000000
312,-21.000000,-20.000000,-17.000000,-125.000000,-21.000000,-17.000000,-19.000000,-23.000000,-19.000000,-15.000000
313,-21.000000,-21.000000,-17.000000,-17.000000,-118.000000,-16.000000,-19.000000,-20.000000,-15.000000,-15.000000
314,-17.000000,-20.000000,-20.000000,-17.000000,-30.000000,-17.000000,-17.000000,-20.000000,-23.000000,-15.000000
315,-15.000000,-18.000000,-17.000000,-19.000000,-17.000000,-17.000000,-22.000000,-22.000000,-15.000000,-120.000000
316,-18.000000,-15.000000,-24.000000,-17.000000,-20.000000,-15.000000,-24.000000,-17.000000,-23.000000,-17.000000
317,-19.000000,-17.000000,-17.000000,-27.000000,-25.000000,-17.000000,-17.000000,-17.000000,-17.000000,-17.000000
318,-15.000000,-16.000000,-23.000000,-17.000000,-23.000000,-19.000000,-27.000000,-18.000000,-17.000000,-17.000000
319,-19.000000,-19.000000,-19.000000,-20.000000,-18.000000,-119.000000,-20.000000,-23.000000,-15.000000,-17.000000
320,-15.000000,-15.000000,-17.000000,-15.000000,-26.000000,-15.000000,-21.000000,-20.000000,-17.000000,-19.000000
321,-21.000000,-21.000000,-21.000000,-15.000000,-25.000000,-23.000000,-33.000000,-21.000000,-25.000000,-15.000000
322,-21.000000,-21.000000,-15.000000,-19.000000,-21.000000,-15.000000,-24.000000,-25.000000,-17.000000,-17.000000
323,-27.000000,-17.000000,-19.000000,-19.000000,-22.000000,-19.000000,-21.000000,-19.000000,-15.000000,-22.000000
324,-21.000000,-15.000000,-19.000000,-28.000000,-19.000000,-29.000000,-17.000000,-27.000000,-16.000000,-19.000000
325,-19.000000,-17.000000,-19.000000,-29.000000,-23.000000,-18.000000,-22.000000,-18.000000,-17.000000,-19.000000
326,-17.000000,-15.000000,-18.000000,-17.000000,-23.000000,-21.000000,-19.000000,-17.000000,-21.000000,-24.000000
327,-19.000000,-23.000000,-21.000000,-21.000000,-17.000000,-16.000000,-28.000000,-22.000000,-15.000000,-24.000000
328,-19.000000,-18.000000,-17.000000,-19.000000,-25.000000,-21.000000,-21.000000,-19.000000,-21.000000,-33.000000
329,-17.000000,-19.000000,-17.000000,-20.000000,-20.000000,-21.000000,-25.000000,-138.000000,-15.000000,-19.000000
330,-21.000000,-21.000000,-21.000000,-21.000000,-23.000000,-17.000000,-17.000000,-26.000000,-19.000000,-23.000000
331,-20.000000,-15.000000,-21.000000,-20.000000,-19.000000,-15.000000,-26.000000,-19.000000,-15.000000,-19.000000
332,-21.000000,-17.000000,-21.000000,-17.000000,-25.000000,-19.000000,-19.000000,-21.000000,-19.000000,-26.000000
333,-21.000000,-21.000000,-19.000000,-24.000000,-30.000000,-16.000000,-18.000000,-29.000000,-17.000000,-21.000000
334,-17.000000,-17.000000,-25.000000,-21.000000,-26.000000,-20.000000,-19.000000,-17.000000,-16.000000,-19.000000
335,-21.000000,-17.000000,-24.000000,-24.000000,-24.000000,-15.000000,-19.000000,-24.000000,-19.000000,-17.000000
336,-33.000000,-19.000000,-17.000000,-17.000000,-21.000000,-19.000000,-21.000000,-19.000000,-15.000000,-21.000000
337,-19.000000,-19.000000,-20.000000,-19.000000,-20.000000,-20.000000,-17.000000,-18.000000,-18.000000,-21.000000
338,-15.000000,-17.000000,-17.000000,-17.000000,-23.000000,-15.000000,-130.000000,-128.000000,-15.000000,-26.000000
339,-21.000000,-23.000000,-19.000000,-25.000000,-21.000000,-23.000000,-15.000000,-25.000000,-17.000000,-19.000000
340,-127.000000,-22.000000,-17.000000,-17.000000,-22.000000,-23.000000,-21.000000,-19.000000,-17.000000,-19.000000
341,-26.000000,-25.000000,-142.000000,-24.000000,-23.000000,-115.000000,-133.000000,-23.000000,-17.000000,-17.000000
342,-26.000000,-22.000000,-18.000000,-17.000000,-18.000000,-20.000000,-25.000000,-20.000000,-19.000000,-15.000000
343,-23.000000,-17.000000,-19.000000,-23.000000,-22.000000,-17.000000,-19.000000,-21.000000,-15.000000,-17.000000
344,-132.000000,-21.000000,-17.000000,-24.000000,-21.000000,-20.000000,-17.000000,-21.000000,-17.000000,-19.000000
345,-17.000000,-20.000000,-25.000000,-19.000000,-21.000000,-19.000000,-17.000000,-19.000000,-21.000000,-21.000000
346,-25.000000,-21.000000,-26.000000,-24.000000,-19.000000,-20.000000,-20.000000,-18.000000,-17.000000,-17.000000
347,-239.000000,-119.000000,-17.000000,-17.000000,-20.000000,-17.000000,-17.000000,-17.000000,-18.000000,-15.000000
348,-21.000000,-21.000000,-21.000000,-19.000000,-115.000000,-15.000000,-23.000000,-25.000000,-17.000000,-18.000000
349,-24.000000,-19.000000,-120.000000,-17.000000,-20.000000,-17.000000,-18.000000,-19.000000,-26.000000,-17.000000
350,-19.000000,-23.000000,-17.000000,-19.000000,-15.000000,-15.000000,-21.000000,-126.000000,-15.000000,-20.000000
351,-21.000000,-19.000000,-19.000000,-21.000000,-15.000000,-17.000000,-23.000000,-21.000000,-19.000000,-15.000000
352,-19.000000,-17.000000,-17.000000,-21.000000,-19.000000,-16.000000,-17.000000,-21.000000,-19.000000,-23.000000
353,-21.000000,-17.000000,-17.000000,-20.000000,-20.000000,-22.000000,-19.000000,-17.000000,-21.000000,-15.000000
354,-17.000000,-19.000000,-23.000000,-20.000000,-22.000000,-132.000000,-24.000000,-20.000000,-17.000000,-19.000000
355,-23.000000,-21.000000,-19.000000,-21.000000,-21.000000,-17.000000,-22.000000,-18.000000,-24.000000,-19.000000
356,-19.000000,-24.000000,-23.000000,-19.000000,-17.000000,-18.000000,-18.000000,-17.000000,-24.000000,-19.000000
357,-18.000000,-17.000000,-21.000000,-19.000000,-15.000000,-23.000000,-21.000000,-26.000000,-19.000000,-21.000000
358,-17.000000,-18.000000,-27.000000,-19.000000,-15.000000,-15.000000,-19.000000,-23.000000,-23.000000,-21.000000
359,-17.000000,-120.000000,-19.000000,-17.000000,-19.000000,-17.000000,-26.000000,-19.000000,-19.000000,-25.000000
360,-19.000000,-21.000000,-27.000000,-22.000000,-17.000000,-17.000000,-17.000000,-17.000000,-17.000000,-21.000000
361,-20.000000,-22.000000,-21.000000,-23.000000,-17.000000,-23.000000,-21.000000,-23.000000,-26.000000,-17.000000
362,-21.000000,-19.000000,-17.000000,-17.000000,-17.000000,-21.000000,-21.000000,-22.000000,-18.000000,-19.000000
363,-15.000000,-20.000000,-29.000000,-18.000000,-17.000000,-21.000000,-26.000000,-25.000000,-20.000000,-27.000000
364,-23.000000,-120.000000,-19.000000,-21.000000,-26.000000,-20.000000,-19.000000,-18.000000,-17.000000,-17.000000
365,-17.000000,-19.000000,-121.000000,-20.000000,-17.000000,-17.000000,-19.000000,-21.000000,-19.000000,-18.000000
366,-17.000000,-24.000000,-21.000000,-25.000000,-17.000000,-115.000000,-19.000000,-19.000000,-17.000000,-17.000000
367,-16.000000,-20.000000,-17.000000,-119.000000,-15.000000,-117.000000,-21.000000,-20.000000,-21.000000,-20.000000
368,-19.000000,-23.000000,-17.000000,-21.000000,-21.000000,-22.000000,-19.000000,-17.000000,-20.000000,-17.000000
369,-19.000000,-21.000000,-17.000000,-31.000000,-17.000000,-17.000000,-19.000000,-19.000000,-21.000000,-23.000000
370,-15.000000,-19.000000,-17.000000,-21.000000,-20.000000,-15.000000,-19.000000,-17.000000,-17.000000,-15.000000
371,-17.000000,-20.000000,-22.000000,-17.000000,-17.000000,-17.000000,-23.000000,-18.000000,-30.000000,-23.000000
372,-23.000000,-22.000000,-25.000000,-21.000000,-17.000000,-17.000000,-20.000000,-18.000000,-20.000000,-17.000000
373,-15.000000,-18.000000,-18.000000,-23.000000,-15.000000,-17.000000,-27.000000,-19.000000,-18.000000,-15.000000
374,-115.000000,-17.000000,-134.000000,-17.000000,-17.000000,-15.000000,-20.000000,-25.000000,-17.000000,-19.000000
375,-19.000000,-20.000000,-19.000000,-19.000000,-115.000000,-21.000000,-19.000000,-19.000000,-16.000000,-17.000000
376,-15.000000,-19.000000,-17.000000,-23.000000,-15.000000,-15.000000,-122.000000,-19.000000,-17.000000,-17.000000
377,-15.000000,-18.000000,-19.000000,-19.000000,-15.000000,-16.000000,-17.000000,-27.000000,-117.000000,-19.000000
378,-15.000000,-19.000000,-17.000000,-21.000000,-15.000000,-17.000000,-19.000000,-24.000000,-18.000000,-17.000000
379,-15.000000,-17.000000,-21.000000,-19.000000,-15.000000,-19.000000,-19.000000,-17.000000,-23.000000,-21.000000
380,-17.000000,-23.000000,-21.000000,-17.000000,-15.000000,-17.000000,-119.000000,-17.000000,-17.000000,-17.000000
381,-17.000000,-20.000000,-21.000000,-19.000000,-15.000000,-17.000000,-18.000000,-17.000000,-15.000000,-15.000000
382,-25.000000,-17.000000,-18.000000,-21.000000,-17.000000,-18.000000,-23.000000,-18.000000,-15.000000,-17.000000
383,-15.000000,-19.000000,-17.000000,-25.000000,-15.000000,-18.000000,-18.000000,-21.000000,-15.000000,-17.000000
384,-21.000000,-17.000000,-25.000000,-15.000000,-17.000000,-17.000000,-17.000000,-17.000000,-19.000000,-21.000000
385,-23.000000,-17.000000,-17.000000,-23.000000,-17.000000,-17.000000,-20.000000,-22.000000,-15.000000,-17.000000
386,-19.000000,-22.000000,-21.000000,-21.000000,-17.000000,-23.000000,-17.000000,-19.000000,-17.000000,-15.000000
387,-15.000000,-19.000000,-21.000000,-19.000000,-16.000000,-18.000000,-17.000000,-19.000000,-23.000000,-17.000000
388,-15.000000,-19.000000,-17.000000,-19.000000,-15.000000,-15.000000,-17.000000,-21.000000,-15.000000,-19.000000
389,-16.000000,-17.000000,-19.000000,-21.000000,-21.000000,-17.000000,-17.000000,-17.000000,-17.000000,-17.000000
390,-15.000000,-19.000000,-22.000000,-19.000000,-18.000000,-15.000000,-17.000000,-17.000000,-17.000000,-19.000000
391,-17.000000,-17.000000,-19.000000,-17.000000,-19.000000,-22.000000,-17.000000,-23.000000,-19.000000,-17.000000
392,-17.000000,-20.000000,-21.000000,-17.000000,-19.000000,-15.000000,-17.000000,-17.000000,-15.000000,-17.000000
393,-21.000000,-20.000000,-21.000000,-22.000000,-15.000000,-15.000000,-19.000000,-19.000000,-17.000000,-15.000000
394,-15.000000,-19.000000,-29.000000,-29.000000,-20.000000,-17.000000,-17.000000,-21.000000,-21.000000,-17.000000
395,-17.000000,-21.000000,-18.000000,-18.000000,-19.000000,-19.000000,-19.000000,-131.000000,-16.000000,-15.000000
396,-19.000000,-17.000000,-22.000000,-19.000000,-20.000000,-23.000000,-24.000000,-19.000000,-17.000000,-17.000000
397,-21.000000,-21.000000,-23.000000,-21.000000,-21.000000,-21.000000,-17.000000,-19.000000,-15.000000,-15.000000
398,-25.000000,-17.000000,-21.000000,-23.000000,-17.000000,-17.000000,-20.000000,-19.000000,-19.000000,-15.000000
399,-18.000000,-119.000000,-17.000000,-25.000000,-23.000000,-15.000000,-21.000000,-119.000000,-17.000000,-19.000000
400,-19.000000,-20.000000,-18.000000,-45.000000,-17.000000,-17.000000,-22.000000,-17.000000,-17.000000,-119.000000
401,-15.000000,-17.000000,-17.000000,-21.000000,-19.000000,-15.000000,-21.000000,-19.000000,-15.000000,-15.000000
402,-15.000000,-24.000000,-24.000000,-130.000000,-17.000000,-17.000000,-17.000000,-17.000000,-21.000000,-19.000000
403,-22.000000,-21.000000,-127.000000,-18.000000,-19.000000,-15.000000,-21.000000,-19.000000,-21.000000,-16.000000
404,-17.000000,-19.000000,-17.000000,-17.000000,-18.000000,-19.000000,-17.000000,-20.000000,-17.000000,-19.000000
405,-23.000000,-22.000000,-22.000000,-21.000000,-15.000000,-28.000000,-19.000000,-18.000000,-119.000000,-15.000000
406,-16.000000,-17.000000,-215.000000,-24.000000,-17.000000,-19.000000,-17.000000,-17.000000,-15.000000,-15.000000
407,-17.000000,-123.000000,-19.000000,-17.000000,-17.000000,-19.000000,-20.000000,-20.000000,-117.000000,-15.000000
408,-19.000000,-15.000000,-19.000000,-17.000000,-20.000000,-17.000000,-21.000000,-20.000000,-17.000000,-15.000000
409,-17.000000,-17.000000,-17.000000,-17.000000,-17.000000,-15.000000,-18.000000,-18.000000,-21.000000,-17.000000
410,-23.000000,-21.000000,-17.000000,-19.000000,-15.000000,-15.000000,-19.000000,-18.000000,-17.000000,-130.000000
411,-21.000000,-17.000000,-21.000000,-19.000000,-15.000000,-19.000000,-18.000000,-20.000000,-17.000000,-15.000000
412,-18.000000,-29.000000,-17.000000,-17.000000,-22.000000,-15.000000,-17.000000,-17.000000,-15.000000,-25.000000
413,-17.000000,-17.000000,-20.000000,-26.000000,-19.000000,-15.000000,-20.000000,-26.000000,-15.000000,-24.000000
414,-15.000000,-19.000000,-17.000000,-17.000000,-17.000000,-18.000000,-23.000000,-19.000000,-15.000000,-17.000000
415,-17.000000,-19.000000,-27.000000,-19.000000,-15.000000,-16.000000,-17.000000,-19.000000,-21.000000,-17.000000
416,-15.000000,-120.000000,-15.000000,-23.000000,-18.000000,-19.000000,-17.000000,-25.000000,-15.000000,-15.000000
417,-19.000000,-17.000000,-15.000000,-20.000000,-22.000000,-19.000000,-22.000000,-17.000000,-15.000000,-19.000000
418,-19.000000,-24.000000,-19.000000,-18.000000,-15.000000,-15.000000,-19.000000,-17.000000,-15.000000,-15.000000
419,-23.000000,-18.000000,-15.000000,-21.000000,-15.000000,-19.000000,-17.000000,-18.000000,-21.000000,-15.000000
420,-15.000000,-19.000000,-15.000000,-21.000000,-19.000000,-115.000000,-22.000000,-17.000000,-15.000000,-21.000000
421,-19.000000,-18.000000,-15.000000,-29.000000,-21.000000,-20.000000,-20.000000,-17.000000,-15.000000,-15.000000
422,-17.000000,-17.000000,-15.000000,-19.000000,-15.000000,-15.000000,-18.000000,-22.000000,-115.000000,-19.000000
423,-19.000000,-22.000000,-19.000000,-17.000000,-17.000000,-16.000000,-19.000000,-19.000000,-18.000000,-23.000000
424,-19.000000,-19.000000,-19.000000,-29.000000,-17.000000,-17.000000,-21.000000,-18.000000,-17.000000,-19.000000
425,-119.000000,-18.000000,-15.000000,-17.000000,-15.000000,-17.000000,-20.000000,-17.000000,-115.000000,-19.000000
426,-19.000000,-18.000000,-17.000000,-17.000000,-16.000000,-19.000000,-17.000000,-23.000000,-15.000000,-15.000000
427,-23.000000,-17.000000,-140.000000,-17.000000,-23.000000,-19.000000,-19.000000,-32.000000,-22.000000,-15.000000
428,-15.000000,-22.000000,-17.000000,-17.000000,-16.000000,-15.000000,-18.000000,-118.000000,-15.000000,-19.000000
429,-17.000000,-20.000000,-16.000000,-17.000000,-18.000000,-16.000000,-26.000000,-17.000000,-15.000000,-18.000000
430,-17.000000,-18.000000,-15.000000,-18.000000,-15.000000,-15.000000,-17.000000,-21.000000,-17.000000,-17.000000
431,-17.000000,-17.000000,-17.000000,-20.000000,-17.000000,-19.000000,-20.000000,-20.000000,-21.000000,-17.000000
432,-15.000000,-17.000000,-19.000000,-17.000000,-17.000000,-16.000000,-21.000000,-19.000000,-29.000000,-18.000000
433,-21.000000,-17.000000,-15.000000,-20.000000,-15.000000,-115.000000,-17.000000,-18.000000,-15.000000,-17.000000
434,-17.000000,-20.000000,-15.000000,-26.000000,-15.000000,-15.000000,-19.000000,-27.000000,-15.000000,-18.000000
435,-19.000000,-17.000000,-15.000000,-19.000000,-20.000000,-18.000000,-25.000000,-19.000000,-22.000000,-21.000000
436,-17.000000,-18.000000,-17.000000,-19.000000,-15.000000,-21.000000,-20.000000,-19.000000,-19.000000,-15.000000
437,-15.000000,-18.000000,-17.000000,-18.000000,-18.000000,-17.000000,-19.000000,-117.000000,-18.000000,-17.000000
438,-17.000000,-23.000000,-15.000000,-15.000000,-21.000000,-15.000000,-18.000000,-18.000000,-19.000000,-15.000000
439,-17.000000,-17.000000,-115.000000,-17.000000,-19.000000,-20.000000,-19.000000,-21.000000,-118.000000,-15.000000
440,-18.000000,-17.000000,-15.000000,-19.000000,-15.000000,-19.000000,-17.000000,-19.000000,-24.000000,-19.000000
441,-17.000000,-17.000000,-17.000000,-117.000000,-21.000000,-17.000000,-17.000000,-17.000000,-19.000000,-15.000000
442,-17.000000,-20.000000,-15.000000,-17.000000,-15.000000,-22.000000,-20.000000,-19.000000,-19.000000,-17.000000
443,-17.000000,-18.000000,-17.000000,-24.000000,-18.000000,-17.000000,-18.000000,-19.000000,-17.000000,-15.000000
