episode,sarsa_run_1,sarsa_run_2,sarsa_run_3,sarsa_run_4,sarsa_run_5,sarsa_run_6,sarsa_run_7,sarsa_run_8,sarsa_run_9,sarsa_run_10
444,-15.000000,-17.000000,-117.000000,-15.000000,-17.000000,-17.000000,-19.000000,-17.000000,-21.000000,-23.000000
445,-15.000000,-18.000000,-17.000000,-17.000000,-17.000000,-16.000000,-17.000000,-19.000000,-23.000000,-18.000000
446,-16.000000,-21.000000,-18.000000,-16.000000,-15.000000,-17.000000,-21.000000,-134.000000,-18.000000,-18.000000
447,-15.000000,-19.000000,-24.000000,-15.000000,-17.000000,-19.000000,-18.000000,-21.000000,-19.000000,-17.000000
448,-15.000000,-17.000000,-19.000000,-19.000000,-15.000000,-21.000000,-19.000000,-19.000000,-23.000000,-15.000000
449,-16.000000,-138.000000,-17.000000,-15.000000,-19.000000,-15.000000,-19.000000,-26.000000,-119.000000,-25.000000
450,-15.000000,-19.000000,-19.000000,-19.000000,-18.000000,-17.000000,-20.000000,-19.000000,-17.000000,-20.000000
451,-17.000000,-17.000000,-19.000000,-15.000000,-17.000000,-15.000000,-22.000000,-28.000000,-19.000000,-20.000000
452,-18.000000,-18.000000,-22.000000,-15.000000,-17.000000,-19.000000,-23.000000,-21.000000,-15.000000,-27.000000
453,-17.000000,-19.000000,-17.000000,-18.000000,-26.000000,-15.000000,-19.000000,-22.000000,-19.000000,-17.000000
454,-15.000000,-19.000000,-15.000000,-15.000000,-21.000000,-19.000000,-19.000000,-20.000000,-16.000000,-15.000000
455,-19.000000,-21.000000,-18.000000,-17.000000,-20.000000,-15.000000,-19.000000,-19.000000,-15.000000,-122.000000
456,-17.000000,-19.000000,-19.000000,-15.000000,-17.000000,-15.000000,-19.000000,-18.000000,-15.000000,-15.000000
457,-19.000000,-19.000000,-27.000000,-15.000000,-17.000000,-16.000000,-21.000000,-136.000000,-115.000000,-19.000000
458,-20.000000,-19.000000,-21.000000,-19.000000,-19.000000,-15.000000,-21.000000,-17.000000,-18.000000,-17.000000
459,-17.000000,-20.000000,-17.000000,-15.000000,-15.000000,-17.000000,-23.000000,-17.000000,-17.000000,-17.000000
460,-17.000000,-19.000000,-18.000000,-15.000000,-15.000000,-15.000000,-18.000000,-17.000000,-17.000000,-21.000000
461,-23.000000,-17.000000,-16.000000,-16.000000,-15.000000,-16.000000,-18.000000,-20.000000,-15.000000,-128.000000
462,-15.000000,-19.000000,-22.000000,-17.000000,-15.000000,-15.000000,-17.000000,-19.000000,-19.000000,-20.000000
463,-15.000000,-17.000000,-15.000000,-115.000000,-17.000000,-17.000000,-17.000000,-17.000000,-17.000000,-15.000000
464,-15.000000,-19.000000,-17.000000,-17.000000,-18.000000,-17.000000,-21.000000,-17.000000,-17.000000,-15.000000
465,-17.000000,-18.000000,-15.000000,-15.000000,-16.000000,-19.000000,-117.000000,-17.000000,-19.000000,-17.000000
466,-18.000000,-19.000000,-15.000000,-17.000000,-15.000000,-15.000000,-29.000000,-118.000000,-15.000000,-21.000000
467,-18.000000,-17.000000,-15.000000,-17.000000,-15.000000,-15.000000,-17.000000,-23.000000,-19.000000,-16.000000
468,-17.000000,-18.000000,-20.000000,-15.000000,-20.000000,-15.000000,-20.000000,-19.000000,-17.000000,-19.000000
469,-21.000000,-17.000000,-21.000000,-15.000000,-17.000000,-26.000000,-18.000000,-22.000000,-17.000000,-15.000000
470,-15.000000,-17.000000,-16.000000,-18.000000,-21.000000,-15.000000,-22.000000,-20.000000,-21.000000,-15.000000
471,-19.000000,-19.000000,-21.000000,-17.000000,-17.000000,-22.000000,-21.000000,-17.000000,-30.000000,-18.000000
472,-15.000000,-19.000000,-18.000000,-15.000000,-17.000000,-15.000000,-17.000000,-18.000000,-15.000000,-22.000000
473,-15.000000,-19.000000,-18.000000,-17.000000,-21.000000,-17.000000,-20.000000,-21.000000,-17.000000,-23.000000
474,-17.000000,-17.000000,-15.000000,-128.000000,-19.000000,-17.000000,-18.000000,-19.000000,-19.000000,-15.000000
475,-15.000000,-17.000000,-19.000000,-18.000000,-21.000000,-19.000000,-17.000000,-19.000000,-19.000000,-15.000000
476,-19.000000,-19.000000,-16.000000,-15.000000,-22.000000,-15.000000,-20.000000,-19.000000,-19.000000,-17.000000
477,-16.000000,-17.000000,-129.000000,-19.000000,-15.000000,-128.000000,-21.000000,-23.000000,-19.000000,-20.000000
478,-15.000000,-17.000000,-21.000000,-15.000000,-15.000000,-18.000000,-17.000000,-17.000000,-15.000000,-19.000000
479,-19.000000,-17.000000,-18.000000,-15.000000,-19.000000,-29.000000,-21.000000,-124.000000,-17.000000,-19.000000
480,-15.000000,-19.000000,-22.000000,-16.000000,-15.000000,-29.000000,-19.000000,-17.000000,-15.000000,-17.000000
481,-21.000000,-17.000000,-20.000000,-15.000000,-17.000000,-21.000000,-20.000000,-17.000000,-16.000000,-15.000000
482,-19.000000,-17.000000,-19.000000,-17.000000,-17.000000,-23.000000,-17.000000,-19.000000,-121.000000,-15.000000
483,-17.000000,-17.000000,-17.000000,-15.000000,-19.000000,-18.000000,-17.000000,-20.000000,-19.000000,-18.000000
484,-15.000000,-20.000000,-18.000000,-19.000000,-17.000000,-23.000000,-17.000000,-17.000000,-15.000000,-17.000000
485,-15.000000,-17.000000,-23.000000,-17.000000,-15.000000,-19.000000,-17.000000,-17.000000,-24.000000,-17.000000
486,-19.000000,-17.000000,-17.000000,-18.000000,-19.000000,-15.000000,-18.000000,-24.000000,-19.000000,-18.000000
487,-17.000000,-17.000000,-21.000000,-15.000000,-15.000000,-19.000000,-17.000000,-19.000000,-15.000000,-17.000000
488,-21.000000,-19.000000,-17.000000,-15.000000,-17.000000,-15.000000,-18.000000,-19.000000,-17.000000,-119.000000
489,-15.000000,-19.000000,-22.000000,-15.000000,-17.000000,-21.000000,-18.000000,-17.000000,-15.000000,-17.000000
490,-15.000000,-119.000000,-25.000000,-17.000000,-15.000000,-19.000000,-17.000000,-19.000000,-15.000000,-15.000000
491,-19.000000,-19.000000,-16.000000,-17.000000,-15.000000,-130.000000,-17.000000,-25.000000,-19.000000,-17.000000
492,-18.000000,-20.000000,-17.000000,-19.000000,-15.000000,-15.000000,-20.000000,-18.000000,-21.000000,-17.000000
493,-19.000000,-20.000000,-19.000000,-17.000000,-17.000000,-19.000000,-18.000000,-18.000000,-120.000000,-15.000000
494,-16.000000,-17.000000,-17.000000,-17.000000,-15.000000,-24.000000,-17.000000,-19.000000,-23.000000,-22.000000
495,-17.000000,-19.000000,-17.000000,-15.000000,-15.000000,-17.000000,-25.000000,-17.000000,-21.000000,-15.000000
496,-19.000000,-17.000000,-15.000000,-15.000000,-15.000000,-22.000000,-17.000000,-18.000000,-132.000000,-18.000000
497,-15.000000,-20.000000,-18.000000,-19.000000,-18.000000,-23.000000,-17.000000,-17.000000,-17.000000,-17.000000
498,-17.000000,-19.000000,-19.000000,-15.000000,-15.000000,-19.000000,-17.000000,-117.000000,-19.000000,-16.000000
499,-19.000000,-19.000000,-21.000000,-20.000000,-15.000000,-19.000000,-20.000000,-15.000000,-15.000000,-17.000000
500,-17.000000,-17.000000,-17.000000,-119.000000,-19.000000,-19.000000,-20.000000,-17.000000,-15.000000,-15.000000
