episode,q_learning_run_1,q_learning_run_2,q_learning_run_3,q_learning_run_4,q_learning_run_5,q_learning_run_6,q_learning_run_7,q_learning_run_8,q_learning_run_9,q_learning_run_10
222,-235.000000,-13.000000,-31.000000,-21.000000,-14.000000,-13.000000,-24.000000,-21.000000,-28.000000,-18.000000
223,-14.000000,-16.000000,-26.000000,-14.000000,-23.000000,-17.000000,-13.000000,-126.000000,-124.000000,-22.000000
224,-235.000000,-20.000000,-18.000000,-21.000000,-17.000000,-13.000000,-17.000000,-18.000000,-22.000000,-135.000000
225,-126.000000,-15.000000,-24.000000,-24.000000,-15.000000,-23.000000,-25.000000,-20.000000,-28.000000,-25.000000
226,-133.000000,-28.000000,-229.000000,-15.000000,-13.000000,-14.000000,-132.000000,-35.000000,-27.000000,-129.000000
227,-30.000000,-13.000000,-20.000000,-16.000000,-119.000000,-15.000000,-18.000000,-13.000000,-15.000000,-20.000000
228,-26.000000,-17.000000,-146.000000,-14.000000,-24.000000,-19.000000,-13.000000,-28.000000,-24.000000,-16.000000
229,-15.000000,-30.000000,-21.000000,-24.000000,-16.000000,-124.000000,-126.000000,-17.000000,-16.000000,-24.000000
230,-118.000000,-24.000000,-113.000000,-15.000000,-132.000000,-15.000000,-30.000000,-114.000000,-22.000000,-123.000000
231,-16.000000,-131.000000,-21.000000,-24.000000,-19.000000,-19.000000,-148.000000,-22.000000,-139.000000,-18.000000
232,-13.000000,-19.000000,-125.000000,-14.000000,-120.000000,-19.000000,-15.000000,-124.000000,-15.000000,-127.000000
233,-127.000000,-15.000000,-13.000000,-119.000000,-22.000000,-24.000000,-25.000000,-14.000000,-22.000000,-128.000000
234,-21.000000,-17.000000,-144.000000,-19.000000,-18.000000,-23.000000,-18.000000,-15.000000,-17.000000,-122.000000
235,-15.000000,-15.000000,-15.000000,-16.000000,-15.000000,-13.000000,-19.000000,-19.000000,-13.000000,-30.000000
236,-19.000000,-20.000000,-21.000000,-23.000000,-24.000000,-14.000000,-13.000000,-18.000000,-13.000000,-18.000000
237,-30.000000,-18.000000,-13.000000,-142.000000,-118.000000,-21.000000,-17.000000,-17.000000,-17.000000,-22.000000
238,-15.000000,-15.000000,-13.000000,-24.000000,-20.000000,-19.000000,-22.000000,-17.000000,-13.000000,-19.000000
239,-129.000000,-226.000000,-129.000000,-15.000000,-25.000000,-14.000000,-15.000000,-15.000000,-25.000000,-14.000000
240,-16.000000,-18.000000,-14.000000,-15.000000,-27.000000,-15.000000,-16.000000,-35.000000,-137.000000,-20.000000
241,-13.000000,-13.000000,-19.000000,-22.000000,-13.000000,-30.000000,-19.000000,-130.000000,-22.000000,-15.000000
242,-21.000000,-18.000000,-20.000000,-30.000000,-13.000000,-13.000000,-13.000000,-19.000000,-14.000000,-17.000000
243,-26.000000,-136.000000,-125.000000,-15.000000,-17.000000,-17.000000,-22.000000,-13.000000,-20.000000,-21.000000
244,-22.000000,-15.000000,-31.000000,-18.000000,-24.000000,-123.000000,-115.000000,-17.000000,-13.000000,-24.000000
245,-14.000000,-26.000000,-13.000000,-19.000000,-17.000000,-27.000000,-23.000000,-13.000000,-14.000000,-15.000000
246,-13.000000,-26.000000,-122.000000,-19.000000,-17.000000,-13.000000,-124.000000,-27.000000,-27.000000,-13.000000
247,-24.000000,-13.000000,-20.000000,-18.000000,-124.000000,-13.000000,-21.000000,-133.000000,-17.000000,-14.000000
248,-15.000000,-138.000000,-113.000000,-18.000000,-15.000000,-127.000000,-25.000000,-133.000000,-18.000000,-15.000000
249,-15.000000,-27.000000,-126.000000,-15.000000,-24.000000,-17.000000,-17.000000,-14.000000,-119.000000,-25.000000
250,-235.000000,-128.000000,-122.000000,-217.000000,-13.000000,-13.000000,-15.000000,-15.000000,-13.000000,-13.000000
251,-15.000000,-17.000000,-13.000000,-15.000000,-16.000000,-22.000000,-13.000000,-128.000000,-143.000000,-139.000000
252,-13.000000,-19.000000,-15.000000,-18.000000,-13.000000,-117.000000,-14.000000,-135.000000,-16.000000,-19.000000
253,-18.000000,-131.000000,-17.000000,-347.000000,-13.000000,-113.000000,-22.000000,-13.000000,-13.000000,-15.000000
254,-129.000000,-13.000000,-21.000000,-20.000000,-15.000000,-15.000000,-15.000000,-337.000000,-129.000000,-24.000000
255,-20.000000,-122.000000,-19.000000,-13.000000,-15.000000,-32.000000,-23.000000,-13.000000,-15.000000,-14.000000
256,-15.000000,-23.000000,-24.000000,-128.000000,-225.000000,-13.000000,-15.000000,-14.000000,-22.000000,-134.000000
257,-15.000000,-13.000000,-18.000000,-228.000000,-118.000000,-16.000000,-15.000000,-21.000000,-21.000000,-118.000000
258,-13.000000,-13.000000,-15.000000,-36.000000,-16.000000,-22.000000,-341.000000,-121.000000,-17.000000,-20.000000
259,-16.000000,-13.000000,-14.000000,-13.000000,-22.000000,-13.000000,-13.000000,-20.000000,-13.000000,-13.000000
260,-19.000000,-20.000000,-17.000000,-23.000000,-25.000000,-15.000000,-13.000000,-117.000000,-13.000000,-15.000000
261,-20.000000,-122.000000,-13.000000,-125.000000,-14.000000,-13.000000,-15.000000,-22.000000,-14.000000,-13.000000
262,-13.000000,-15.000000,-32.000000,-230.000000,-15.000000,-21.000000,-28.000000,-13.000000,-15.000000,-13.000000
263,-13.000000,-24.000000,-123.000000,-13.000000,-118.000000,-19.000000,-13.000000,-15.000000,-15.000000,-22.000000
264,-13.000000,-14.000000,-121.000000,-14.000000,-127.000000,-132.000000,-13.000000,-16.000000,-14.000000,-13.000000
265,-13.000000,-17.000000,-21.000000,-116.000000,-227.000000,-13.000000,-17.000000,-13.000000,-17.000000,-18.000000
266,-13.000000,-13.000000,-229.000000,-13.000000,-128.000000,-13.000000,-15.000000,-128.000000,-23.000000,-127.000000
267,-21.000000,-13.000000,-13.000000,-23.000000,-14.000000,-13.000000,-139.000000,-131.000000,-21.000000,-23.000000
268,-13.000000,-13.000000,-20.000000,-15.000000,-120.000000,-20.000000,-13.000000,-15.000000,-14.000000,-13.000000
269,-114.000000,-29.000000,-18.000000,-15.000000,-19.000000,-15.000000,-237.000000,-14.000000,-13.000000,-13.000000
270,-19.000000,-15.000000,-15.000000,-233.000000,-13.000000,-234.000000,-113.000000,-13.000000,-16.000000,-13.000000
271,-15.000000,-13.000000,-14.000000,-13.000000,-234.000000,-122.000000,-13.000000,-19.000000,-22.000000,-18.000000
272,-124.000000,-118.000000,-18.000000,-25.000000,-14.000000,-15.000000,-15.000000,-18.000000,-15.000000,-17.000000
273,-13.000000,-16.000000,-23.000000,-228.000000,-14.000000,-13.000000,-17.000000,-15.000000,-13.000000,-15.000000
274,-13.000000,-121.000000,-13.000000,-15.000000,-31.000000,-15.000000,-15.000000,-15.000000,-13.000000,-13.000000
275,-15.000000,-13.000000,-18.000000,-14.000000,-13.000000,-13.000000,-16.000000,-13.000000,-15.000000,-20.000000
276,-13.000000,-20.000000,-16.000000,-15.000000,-15.000000,-17.000000,-14.000000,-15.000000,-20.000000,-18.000000
277,-15.000000,-15.000000,-15.000000,-13.000000,-124.000000,-15.000000,-16.000000,-13.000000,-30.000000,-15.000000
278,-29.000000,-13.000000,-123.000000,-15.000000,-231.000000,-32.000000,-13.000000,-15.000000,-14.000000,-13.000000
279,-13.000000,-13.000000,-25.000000,-19.000000,-133.000000,-14.000000,-15.000000,-15.000000,-13.000000,-19.000000
280,-13.000000,-126.000000,-27.000000,-15.000000,-223.000000,-13.000000,-21.000000,-118.000000,-13.000000,-125.000000
281,-123.000000,-13.000000,-123.000000,-17.000000,-13.000000,-14.000000,-15.000000,-13.000000,-13.000000,-13.000000
282,-18.000000,-118.000000,-13.000000,-13.000000,-16.000000,-224.000000,-13.000000,-13.000000,-122.000000,-16.000000
283,-13.000000,-141.000000,-18.000000,-13.000000,-13.000000,-15.000000,-15.000000,-14.000000,-20.000000,-113.000000
284,-17.000000,-125.000000,-15.000000,-223.000000,-13.000000,-13.000000,-15.000000,-225.000000,-15.000000,-13.000000
285,-13.000000,-15.000000,-16.000000,-13.000000,-13.000000,-14.000000,-19.000000,-13.000000,-115.000000,-13.000000
286,-23.000000,-13.000000,-13.000000,-122.000000,-20.000000,-13.000000,-13.000000,-251.000000,-116.000000,-15.000000
287,-114.000000,-13.000000,-15.000000,-13.000000,-13.000000,-16.000000,-20.000000,-226.000000,-125.000000,-27.000000
288,-13.000000,-13.000000,-13.000000,-13.000000,-15.000000,-15.000000,-13.000000,-16.000000,-13.000000,-118.000000
289,-15.000000,-15.000000,-19.000000,-15.000000,-14.000000,-15.000000,-14.000000,-13.000000,-119.000000,-14.000000
290,-116.000000,-120.000000,-13.000000,-13.000000,-121.000000,-113.000000,-15.000000,-13.000000,-235.000000,-228.000000
291,-123.000000,-16.000000,-13.000000,-119.000000,-20.000000,-120.000000,-13.000000,-13.000000,-19.000000,-14.000000
292,-15.000000,-17.000000,-121.000000,-22.000000,-13.000000,-13.000000,-13.000000,-127.000000,-128.000000,-129.000000
293,-13.000000,-15.000000,-14.000000,-15.000000,-14.000000,-116.000000,-17.000000,-13.000000,-15.000000,-120.000000
294,-130.000000,-15.000000,-21.000000,-125.000000,-13.000000,-13.000000,-14.000000,-116.000000,-124.000000,-130.000000
295,-15.000000,-16.000000,-14.000000,-13.000000,-17.000000,-21.000000,-21.000000,-15.000000,-22.000000,-13.000000
296,-16.000000,-15.000000,-232.000000,-15.000000,-15.000000,-17.000000,-15.000000,-15.000000,-15.000000,-15.000000
297,-15.000000,-14.000000,-18.000000,-13.000000,-13.000000,-15.000000,-129.000000,-16.000000,-15.000000,-13.000000
298,-13.000000,-13.000000,-134.000000,-13.000000,-13.000000,-15.000000,-13.000000,-13.000000,-17.000000,-16.000000
299,-118.000000,-121.000000,-130.000000,-13.000000,-129.000000,-13.000000,-15.000000,-17.000000,-13.000000,-13.000000
300,-13.000000,-230.000000,-15.000000,-118.000000,-13.000000,-132.000000,-224.000000,-13.000000,-13.000000,-13.000000
301,-336.000000,-13.000000,-18.000000,-115.000000,-13.000000,-15.000000,-15.000000,-128.000000,-17.000000,-17.000000
302,-118.000000,-15.000000,-13.000000,-15.000000,-13.000000,-126.000000,-13.000000,-17.000000,-23.000000,-24.000000
303,-15.000000,-13.000000,-13.000000,-15.000000,-13.000000,-18.000000,-13.000000,-13.000000,-17.000000,-16.000000
304,-13.000000,-13.000000,-117.000000,-13.000000,-13.000000,-13.000000,-13.000000,-13.000000,-13.000000,-14.000000
305,-13.000000,-21.000000,-13.000000,-124.000000,-13.000000,-15.000000,-330.000000,-17.000000,-119.000000,-13.000000
306,-113.000000,-13.000000,-116.000000,-15.000000,-20.000000,-113.000000,-13.000000,-13.000000,-115.000000,-13.000000
307,-15.000000,-22.000000,-225.000000,-17.000000,-13.000000,-13.000000,-124.000000,-15.000000,-16.000000,-124.000000
308,-13.000000,-122.000000,-13.000000,-13.000000,-128.000000,-134.000000,-123.000000,-20.000000,-22.000000,-15.000000
309,-225.000000,-13.000000,-15.000000,-13.000000,-13.000000,-24.000000,-217.000000,-113.000000,-13.000000,-13.000000
310,-344.000000,-17.000000,-118.000000,-13.000000,-27.000000,-15.000000,-13.000000,-15.000000,-17.000000,-13.000000
311,-13.000000,-126.000000,-13.000000,-13.000000,-13.000000,-13.000000,-13.000000,-220.000000,-13.000000,-21.000000
312,-13.000000,-15.000000,-15.000000,-13.000000,-16.000000,-128.000000,-15.000000,-15.000000,-15.000000,-14.000000
313,-13.000000,-13.000000,-113.000000,-15.000000,-232.000000,-13.000000,-116.000000,-16.000000,-18.000000,-15.000000
314,-15.000000,-15.000000,-127.000000,-15.000000,-14.000000,-337.000000,-229.000000,-13.000000,-15.000000,-15.000000
315,-15.000000,-15.000000,-14.000000,-18.000000,-13.000000,-15.000000,-115.000000,-15.000000,-13.000000,-13.000000
316,-123.000000,-15.000000,-15.000000,-119.000000,-14.000000,-117.000000,-19.000000,-15.000000,-13.000000,-14.000000
317,-14.000000,-15.000000,-15.000000,-15.000000,-13.000000,-13.000000,-17.000000,-18.000000,-13.000000,-19.000000
318,-13.000000,-13.000000,-15.000000,-13.000000,-13.000000,-13.000000,-121.000000,-18.000000,-17.000000,-19.000000
319,-232.000000,-13.000000,-13.000000,-125.000000,-13.000000,-13.000000,-17.000000,-122.000000,-15.000000,-119.000000
320,-25.000000,-15.000000,-13.000000,-15.000000,-13.000000,-13.000000,-13.000000,-14.000000,-120.000000,-239.000000
321,-128.000000,-13.000000,-13.000000,-23.000000,-13.000000,-225.000000,-15.000000,-119.000000,-13.000000,-15.000000
322,-124.000000,-13.000000,-15.000000,-15.000000,-126.000000,-13.000000,-13.000000,-115.000000,-13.000000,-15.000000
323,-13.000000,-13.000000,-13.000000,-121.000000,-17.000000,-230.000000,-122.000000,-119.000000,-18.000000,-15.000000
324,-13.000000,-15.000000,-127.000000,-13.000000,-124.000000,-116.000000,-15.000000,-15.000000,-15.000000,-13.000000
325,-13.000000,-15.000000,-13.000000,-13.000000,-13.000000,-230.000000,-13.000000,-20.000000,-113.000000,-13.000000
326,-13.000000,-13.000000,-15.000000,-117.000000,-15.000000,-15.000000,-15.000000,-17.000000,-224.000000,-13.000000
327,-225.000000,-224.000000,-124.000000,-129.000000,-13.000000,-15.000000,-17.000000,-14.000000,-13.000000,-15.000000
328,-15.000000,-115.000000,-16.000000,-14.000000,-15.000000,-14.000000,-15.000000,-13.000000,-13.000000,-17.000000
329,-15.000000,-115.000000,-120.000000,-15.000000,-13.000000,-13.000000,-15.000000,-113.000000,-15.000000,-13.000000
330,-235.000000,-17.000000,-120.000000,-16.000000,-219.000000,-115.000000,-13.000000,-128.000000,-21.000000,-118.000000
331,-122.000000,-13.000000,-13.000000,-17.000000,-15.000000,-129.000000,-123.000000,-13.000000,-13.000000,-13.000000
332,-13.000000,-23.000000,-20.000000,-13.000000,-121.000000,-17.000000,-124.000000,-13.000000,-331.000000,-19.000000
333,-17.000000,-13.000000,-15.000000,-13.000000,-27.000000,-13.000000,-116.000000,-13.000000,-15.000000,-13.000000
334,-15.000000,-20.000000,-23.000000,-13.000000,-13.000000,-13.000000,-17.000000,-122.000000,-125.000000,-20.000000
335,-13.000000,-15.000000,-117.000000,-129.000000,-16.000000,-13.000000,-19.000000,-125.000000,-15.000000,-13.000000
336,-14.000000,-24.000000,-13.000000,-122.000000,-122.000000,-122.000000,-13.000000,-228.000000,-17.000000,-23.000000
337,-15.000000,-15.000000,-13.000000,-15.000000,-13.000000,-13.000000,-121.000000,-17.000000,-13.000000,-15.000000
338,-15.000000,-16.000000,-13.000000,-228.000000,-122.000000,-15.000000,-120.000000,-19.000000,-15.000000,-115.000000
339,-15.000000,-15.000000,-13.000000,-13.000000,-19.000000,-117.000000,-13.000000,-15.000000,-17.000000,-13.000000
340,-126.000000,-13.000000,-13.000000,-126.000000,-13.000000,-13.000000,-13.000000,-13.000000,-13.000000,-13.000000
341,-237.000000,-118.000000,-13.000000,-122.000000,-22.000000,-15.000000,-13.000000,-231.000000,-236.000000,-14.000000
342,-15.000000,-21.000000,-15.000000,-15.000000,-124.000000,-13.000000,-13.000000,-120.000000,-15.000000,-13.000000
343,-17.000000,-13.000000,-13.000000,-13.000000,-121.000000,-14.000000,-13.000000,-13.000000,-13.000000,-119.000000
344,-13.000000,-124.000000,-19.000000,-15.000000,-13.000000,-13.000000,-117.000000,-17.000000,-122.000000,-13.000000
345,-13.000000,-24.000000,-13.000000,-26.000000,-13.000000,-115.000000,-120.000000,-15.000000,-17.000000,-337.000000
346,-128.000000,-117.000000,-13.000000,-15.000000,-14.000000,-13.000000,-15.000000,-19.000000,-13.000000,-441.000000
347,-13.000000,-19.000000,-13.000000,-15.000000,-130.000000,-13.000000,-227.000000,-21.000000,-15.000000,-13.000000
348,-127.000000,-13.000000,-13.000000,-15.000000,-335.000000,-14.000000,-433.000000,-13.000000,-123.000000,-19.000000
349,-15.000000,-13.000000,-19.000000,-15.000000,-15.000000,-13.000000,-15.000000,-17.000000,-15.000000,-17.000000
350,-15.000000,-327.000000,-19.000000,-18.000000,-15.000000,-13.000000,-13.000000,-225.000000,-15.000000,-15.000000
351,-121.000000,-13.000000,-13.000000,-222.000000,-19.000000,-13.000000,-29.000000,-15.000000,-13.000000,-128.000000
352,-14.000000,-17.000000,-15.000000,-15.000000,-14.000000,-123.000000,-124.000000,-13.000000,-13.000000,-23.000000
353,-231.000000,-13.000000,-13.000000,-24.000000,-15.000000,-223.000000,-13.000000,-13.000000,-18.000000,-21.000000
354,-220.000000,-127.000000,-13.000000,-13.000000,-323.000000,-16.000000,-15.000000,-25.000000,-113.000000,-118.000000
355,-125.000000,-234.000000,-17.000000,-13.000000,-19.000000,-15.000000,-229.000000,-13.000000,-120.000000,-13.000000
356,-13.000000,-13.000000,-16.000000,-121.000000,-119.000000,-127.000000,-119.000000,-113.000000,-13.000000,-15.000000
357,-13.000000,-13.000000,-13.000000,-13.000000,-17.000000,-124.000000,-13.000000,-117.000000,-13.000000,-13.000000
358,-231.000000,-13.000000,-21.000000,-13.000000,-13.000000,-13.000000,-13.000000,-116.000000,-15.000000,-234.000000
359,-125.000000,-15.000000,-18.000000,-13.000000,-19.000000,-13.000000,-21.000000,-119.000000,-15.000000,-15.000000
360,-13.000000,-14.000000,-16.000000,-15.000000,-13.000000,-17.000000,-17.000000,-15.000000,-13.000000,-118.000000
361,-21.000000,-233.000000,-13.000000,-15.000000,-13.000000,-15.000000,-15.000000,-15.000000,-124.000000,-17.000000
362,-19.000000,-16.000000,-17.000000,-13.000000,-234.000000,-15.000000,-118.000000,-17.000000,-15.000000,-15.000000
363,-117.000000,-13.000000,-13.000000,-132.000000,-13.000000,-14.000000,-13.000000,-14.000000,-118.000000,-117.000000
364,-19.000000,-15.000000,-123.000000,-13.000000,-18.000000,-13.000000,-15.000000,-13.000000,-13.000000,-16.000000
365,-231.000000,-125.000000,-121.000000,-16.000000,-13.000000,-334.000000,-18.000000,-13.000000,-15.000000,-13.000000
366,-338.000000,-15.000000,-19.000000,-13.000000,-15.000000,-13.000000,-126.000000,-117.000000,-117.000000,-120.000000
367,-232.000000,-14.000000,-15.000000,-13.000000,-13.000000,-17.000000,-19.000000,-13.000000,-13.000000,-15.000000
368,-15.000000,-15.000000,-15.000000,-13.000000,-13.000000,-13.000000,-13.000000,-17.000000,-20.000000,-13.000000
369,-13.000000,-14.000000,-13.000000,-229.000000,-13.000000,-127.000000,-13.000000,-125.000000,-13.000000,-13.000000
370,-125.000000,-17.000000,-13.000000,-119.000000,-15.000000,-218.000000,-14.000000,-13.000000,-18.000000,-13.000000
371,-15.000000,-13.000000,-13.000000,-13.000000,-15.000000,-13.000000,-13.000000,-15.000000,-15.000000,-15.000000
372,-21.000000,-224.000000,-224.000000,-13.000000,-238.000000,-20.000000,-21.000000,-14.000000,-13.000000,-13.000000
373,-15.000000,-15.000000,-20.000000,-13.000000,-120.000000,-242.000000,-126.000000,-21.000000,-120.000000,-334.000000
374,-13.000000,-117.000000,-13.000000,-229.000000,-13.000000,-115.000000,-13.000000,-13.000000,-16.000000,-117.000000
375,-19.000000,-13.000000,-15.000000,-125.000000,-13.000000,-19.000000,-14.000000,-115.000000,-21.000000,-14.000000
376,-17.000000,-19.000000,-13.000000,-120.000000,-13.000000,-17.000000,-13.000000,-119.000000,-24.000000,-13.000000
377,-15.000000,-13.000000,-15.000000,-13.000000,-122.000000,-14.000000,-230.000000,-15.000000,-123.000000,-117.000000
378,-124.000000,-443.000000,-15.000000,-222.000000,-13.000000,-15.000000,-116.000000,-16.000000,-17.000000,-13.000000
379,-14.000000,-124.000000,-13.000000,-16.000000,-117.000000,-15.000000,-14.000000,-13.000000,-123.000000,-120.000000
380,-17.000000,-14.000000,-15.000000,-15.000000,-13.000000,-23.000000,-19.000000,-13.000000,-13.000000,-14.000000
381,-17.000000,-17.000000,-13.000000,-16.000000,-13.000000,-13.000000,-17.000000,-15.000000,-228.000000,-126.000000
382,-13.000000,-117.000000,-15.000000,-125.000000,-15.000000,-18.000000,-13.000000,-117.000000,-17.000000,-13.000000
383,-116.000000,-338.000000,-13.000000,-15.000000,-17.000000,-126.000000,-15.000000,-119.000000,-15.000000,-13.000000
384,-13.000000,-126.000000,-17.000000,-15.000000,-13.000000,-13.000000,-15.000000,-17.000000,-18.000000,-14.000000
385,-334.000000,-13.000000,-15.000000,-21.000000,-121.000000,-13.000000,-13.000000,-15.000000,-122.000000,-13.000000
386,-15.000000,-13.000000,-15.000000,-123.000000,-15.000000,-17.000000,-15.000000,-117.000000,-13.000000,-17.000000
387,-13.000000,-15.000000,-13.000000,-17.000000,-14.000000,-13.000000,-223.000000,-13.000000,-13.000000,-13.000000
388,-13.000000,-13.000000,-13.000000,-15.000000,-18.000000,-15.000000,-116.000000,-13.000000,-22.000000,-15.000000
389,-15.000000,-16.000000,-127.000000,-23.000000,-15.000000,-25.000000,-15.000000,-13.000000,-13.000000,-15.000000
390,-120.000000,-13.000000,-117.000000,-18.000000,-17.000000,-13.000000,-14.000000,-118.000000,-15.000000,-13.000000
391,-13.000000,-13.000000,-13.000000,-13.000000,-14.000000,-15.000000,-16.000000,-13.000000,-121.000000,-14.000000
392,-17.000000,-336.000000,-13.000000,-20.000000,-13.000000,-17.000000,-15.000000,-15.000000,-13.000000,-116.000000
393,-113.000000,-17.000000,-13.000000,-13.000000,-13.000000,-16.000000,-17.000000,-17.000000,-115.000000,-13.000000
394,-13.000000,-127.000000,-15.000000,-14.000000,-15.000000,-124.000000,-19.000000,-13.000000,-13.000000,-119.000000
395,-13.000000,-24.000000,-13.000000,-13.000000,-13.000000,-215.000000,-13.000000,-225.000000,-13.000000,-13.000000
396,-13.000000,-27.000000,-125.000000,-15.000000,-13.000000,-13.000000,-19.000000,-17.000000,-20.000000,-132.000000
397,-15.000000,-119.000000,-13.000000,-126.000000,-13.000000,-24.000000,-15.000000,-13.000000,-15.000000,-13.000000
398,-14.000000,-124.000000,-13.000000,-13.000000,-13.000000,-15.000000,-126.000000,-114.000000,-13.000000,-15.000000
399,-13.000000,-15.000000,-13.000000,-127.000000,-13.000000,-13.000000,-15.000000,-18.000000,-13.000000,-13.000000
400,-113.000000,-13.000000,-13.000000,-13.000000,-13.000000,-13.000000,-17.000000,-13.000000,-15.000000,-15.000000
401,-13.000000,-235.000000,-13.000000,-13.000000,-13.000000,-13.000000,-13.000000,-29.000000,-21.000000,-25.000000
402,-120.000000,-13.000000,-230.000000,-13.000000,-13.000000,-118.000000,-15.000000,-15.000000,-13.000000,-117.000000
403,-13.000000,-13.000000,-13.000000,-13.000000,-15.000000,-14.000000,-15.000000,-24.000000,-15.000000,-115.000000
404,-241.000000,-13.000000,-13.000000,-240.000000,-13.000000,-13.000000,-13.000000,-16.000000,-13.000000,-19.000000
405,-15.000000,-229.000000,-13.000000,-13.000000,-13.000000,-121.000000,-13.000000,-17.000000,-15.000000,-13.000000
406,-136.000000,-13.000000,-19.000000,-119.000000,-124.000000,-13.000000,-15.000000,-31.000000,-15.000000,-15.000000
407,-15.000000,-123.000000,-223.000000,-14.000000,-124.000000,-15.000000,-13.000000,-14.000000,-117.000000,-13.000000
408,-13.000000,-15.000000,-15.000000,-15.000000,-13.000000,-13.000000,-13.000000,-13.000000,-13.000000,-118.000000
409,-13.000000,-13.000000,-15.000000,-13.000000,-13.000000,-15.000000,-123.000000,-13.000000,-13.000000,-13.000000
410,-15.000000,-13.000000,-128.000000,-17.000000,-115.000000,-15.000000,-15.000000,-13.000000,-130.000000,-13.000000
411,-13.000000,-13.000000,-336.000000,-13.000000,-15.000000,-15.000000,-228.000000,-16.000000,-13.000000,-15.000000
412,-13.000000,-15.000000,-15.000000,-13.000000,-15.000000,-13.000000,-17.000000,-24.000000,-20.000000,-13.000000
413,-15.000000,-13.000000,-13.000000,-124.000000,-17.000000,-32.000000,-131.000000,-15.000000,-13.000000,-17.000000
414,-15.000000,-17.000000,-13.000000,-13.000000,-117.000000,-13.000000,-13.000000,-15.000000,-13.000000,-17.000000
415,-19.000000,-18.000000,-120.000000,-13.000000,-13.000000,-15.000000,-224.000000,-13.000000,-13.000000,-15.000000
416,-13.000000,-115.000000,-13.000000,-117.000000,-15.000000,-15.000000,-15.000000,-124.000000,-15.000000,-14.000000
417,-117.000000,-13.000000,-19.000000,-16.000000,-15.000000,-224.000000,-15.000000,-13.000000,-13.000000,-13.000000
418,-117.000000,-13.000000,-15.000000,-233.000000,-131.000000,-15.000000,-228.000000,-15.000000,-15.000000,-16.000000
419,-15.000000,-13.000000,-15.000000,-16.000000,-223.000000,-13.000000,-15.000000,-13.000000,-17.000000,-15.000000
420,-230.000000,-13.000000,-14.000000,-321.000000,-15.000000,-123.000000,-13.000000,-13.000000,-13.000000,-13.000000
421,-17.000000,-122.000000,-17.000000,-14.000000,-120.000000,-129.000000,-13.000000,-15.000000,-13.000000,-13.000000
422,-121.000000,-16.000000,-16.000000,-15.000000,-121.000000,-15.000000,-14.000000,-13.000000,-13.000000,-13.000000
423,-13.000000,-123.000000,-23.000000,-126.000000,-116.000000,-14.000000,-13.000000,-15.000000,-13.000000,-120.000000
424,-13.000000,-13.000000,-15.000000,-17.000000,-126.000000,-119.000000,-23.000000,-17.000000,-22.000000,-13.000000
425,-19.000000,-13.000000,-13.000000,-13.000000,-15.000000,-13.000000,-116.000000,-15.000000,-14.000000,-24.000000
426,-13.000000,-13.000000,-13.000000,-13.000000,-13.000000,-249.000000,-116.000000,-13.000000,-15.000000,-15.000000
427,-115.000000,-14.000000,-13.000000,-15.000000,-13.000000,-13.000000,-15.000000,-17.000000,-231.000000,-13.000000
428,-18.000000,-15.000000,-26.000000,-221.000000,-217.000000,-14.000000,-13.000000,-16.000000,-13.000000,-16.000000
429,-130.000000,-14.000000,-13.000000,-15.000000,-15.000000,-13.000000,-122.000000,-13.000000,-121.000000,-13.000000
430,-17.000000,-13.000000,-15.000000,-13.000000,-15.000000,-14.000000,-15.000000,-128.000000,-15.000000,-13.000000
431,-17.000000,-113.000000,-13.000000,-13.000000,-16.000000,-15.000000,-13.000000,-17.000000,-13.000000,-15.000000
432,-17.000000,-122.000000,-122.000000,-13.000000,-13.000000,-13.000000,-13.000000,-18.000000,-13.000000,-13.000000
433,-16.000000,-15.000000,-13.000000,-13.000000,-13.000000,-13.000000,-14.000000,-13.000000,-13.000000,-14.000000
434,-15.000000,-13.000000,-15.000000,-17.000000,-128.000000,-121.000000,-118.000000,-15.000000,-13.000000,-13.000000
435,-125.000000,-222.000000,-16.000000,-13.000000,-333.000000,-126.000000,-15.000000,-14.000000,-124.000000,-126.000000
436,-118.000000,-14.000000,-132.000000,-13.000000,-13.000000,-115.000000,-15.000000,-13.000000,-123.000000,-15.000000
437,-15.000000,-15.000000,-13.000000,-13.000000,-19.000000,-13.000000,-13.000000,-332.000000,-120.000000,-120.000000
438,-13.000000,-122.000000,-15.000000,-13.000000,-119.000000,-16.000000,-24.000000,-13.000000,-13.000000,-13.000000
439,-15.000000,-17.000000,-116.000000,-13.000000,-13.000000,-113.000000,-126.000000,-15.000000,-15.000000,-20.000000
440,-21.000000,-13.000000,-15.000000,-118.000000,-15.000000,-13.000000,-122.000000,-15.000000,-15.000000,-16.000000
441,-17.000000,-20.000000,-13.000000,-13.000000,-15.000000,-13.000000,-119.000000,-13.000000,-13.000000,-15.000000
442,-15.000000,-236.000000,-13.000000,-15.000000,-15.000000,-21.000000,-13.000000,-125.000000,-18.000000,-13.000000
443,-14.000000,-26.000000,-17.000000,-13.000000,-16.000000,-13.000000,-119.000000,-15.000000,-16.000000,-13.000000
444,-15.000000,-126.000000,-13.000000,-19.000000,-13.000000,-13.000000,-13.000000,-13.000000,-15.000000,-13.000000
445,-13.000000,-13.000000,-119.000000,-13.000000,-13.000000,-15.000000,-125.000000,-15.000000,-15.000000,-13.000000
